name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,N61311_Ctrl,N052611_Ctrl,N080611_Ctrl,N061011_Ctrl,N61311_Dex,N052611_Dex,N080611_Dex,N061011_Dex
ENSG00000169715,MT1E,52,9.8,42.2,4.258,2.1,2.3e-04,1.0e+00,0.0108,2,17,12,3,7,58,37,37,37
ENSG00000166974,MAPRE2,54.5,37.8,16.8,0.455,-1.1,2.3e-04,1.0e+00,0.0108,2,38,37,45,31,21,13,15,18
ENSG00000160446,ZDHHC12,22.8,5.2,17.5,3.3,1.7,2.4e-04,1.0e+00,0.0108,2,5,7,4,5,12,22,17,19
ENSG00000157110,RBPMS,280.5,105,175.5,1.673,0.7,2.4e-04,1.0e+00,0.0108,2,90,97,128,105,167,195,165,175
ENSG00000099194,SCD,120.2,95.5,24.8,0.263,-1.9,2.4e-04,1.0e+00,0.0108,2,133,105,97,47,28,20,37,14
ENSG00000172349,IL16,83.5,26,57.5,2.19,1.1,2.4e-04,1.0e+00,0.0109,2,22,29,31,22,50,49,54,77
ENSG00000162407,PLPP3,2220,1509,711,0.471,-1.1,2.5e-04,1.0e+00,0.0111,2,1217,1681,1194,1944,623,732,601,888
ENSG00000157510,AFAP1L1,46,11.2,34.8,3.108,1.6,2.5e-04,1.0e+00,0.0111,2,10,7,14,14,36,40,20,43
ENSG00000163947,ARHGEF3,45.2,33.5,11.8,0.364,-1.5,2.5e-04,1.0e+00,0.0111,2,36,32,27,39,18,11,7,11
ENSG00000079691,CARMIL1,129.2,40.8,88.5,2.161,1.1,2.5e-04,1.0e+00,0.0113,2,39,39,42,43,58,86,90,120
ENSG00000163697,APBB2,212.2,76.2,136,1.783,0.8,2.5e-04,1.0e+00,0.0113,2,85,84,73,63,122,168,126,128
ENSG00000134318,ROCK2,361.8,136.8,225,1.649,0.7,2.6e-04,1.0e+00,0.0113,2,128,149,129,141,243,219,183,255
ENSG00000138073,PREB,143.2,43.2,100,2.305,1.2,2.6e-04,1.0e+00,0.0113,2,50,46,38,39,147,83,94,76
ENSG00000084090,STARD7,298.5,92.8,205.8,2.223,1.2,2.6e-04,1.0e+00,0.0113,2,61,102,113,95,168,273,193,189
ENSG00000154767,XPC,159.5,100.5,59,0.588,-0.8,2.6e-04,1.0e+00,0.0114,2,113,108,98,83,66,58,61,51
ENSG00000164484,TMEM200A,72.5,50.5,22,0.441,-1.2,2.6e-04,1.0e+00,0.0115,2,56,50,33,63,23,19,25,21
ENSG00000076513,ANKRD13A,565.8,222,343.8,1.55,0.6,2.7e-04,1.0e+00,0.0116,2,203,261,210,214,330,355,344,346
ENSG00000143878,RHOB,270.2,87.2,183,2.095,1.1,2.7e-04,1.0e+00,0.0116,2,75,125,82,67,191,209,153,179
ENSG00000165802,NSMF,135.5,47,88.5,1.885,0.9,2.7e-04,1.0e+00,0.0116,2,51,38,54,45,92,91,68,103
ENSG00000131386,GALNT15,1205,326,879,2.695,1.4,2.8e-04,1.0e+00,0.0118,3,301,359,464,180,768,1026,1034,688
ENSG00000109689,STIM2,88.5,60.2,28.2,0.471,-1.1,2.8e-04,1.0e+00,0.0121,3,68,67,38,68,29,27,29,28
ENSG00000019991,HGF,100.8,68.5,32.2,0.471,-1.1,2.9e-04,1.0e+00,0.0121,3,63,53,91,67,38,28,36,27
ENSG00000205208,C4orf46,52.5,39.2,13.2,0.343,-1.5,2.9e-04,1.0e+00,0.0121,3,41,22,53,41,16,14,10,13
ENSG00000081320,STK17B,115.8,33,82.8,2.509,1.3,2.9e-04,1.0e+00,0.0122,3,38,26,31,37,53,101,68,109
ENSG00000017797,RALBP1,287.8,111.2,176.5,1.586,0.7,3.0e-04,1.0e+00,0.0123,3,122,103,117,103,194,155,165,192
ENSG00000113552,GNPDA1,132.5,82.8,49.8,0.597,-0.7,3.0e-04,1.0e+00,0.0124,3,89,66,87,89,49,49,48,53
ENSG00000111642,CHD4,451,273,178,0.652,-0.6,3.0e-04,1.0e+00,0.0125,3,277,251,297,267,171,163,202,176
ENSG00000065809,FAM107B,191.8,129.5,62.2,0.481,-1.1,3.1e-04,1.0e+00,0.0125,3,137,170,99,112,72,68,62,47
ENSG00000164050,PLXNB1,295.2,111.2,184,1.651,0.7,3.1e-04,1.0e+00,0.0125,3,110,130,112,93,160,199,177,200
ENSG00000205213,LGR4,33,24.2,8.8,0.367,-1.4,3.1e-04,1.0e+00,0.0125,3,18,30,30,19,10,10,8,7
ENSG00000072958,AP1M1,183.8,63,120.8,1.926,0.9,3.2e-04,1.0e+00,0.0128,3,72,59,71,50,155,97,117,114
ENSG00000196715,VKORC1L1,82,27.2,54.8,2.001,1,3.2e-04,1.0e+00,0.0129,3,22,27,35,25,43,58,60,58
ENSG00000033867,SLC4A7,203.8,138.8,65,0.467,-1.1,3.2e-04,1.0e+00,0.0129,3,125,133,136,161,44,72,54,90
ENSG00000164294,GPX8,312.2,198.2,114,0.576,-0.8,3.2e-04,1.0e+00,0.0129,3,227,195,157,214,129,95,110,122
ENSG00000136830,NIBAN2,1533.8,600,933.8,1.555,0.6,3.2e-04,1.0e+00,0.0129,3,567,628,635,570,799,963,1028,945
ENSG00000198517,MAFK,66.8,22.8,44,1.959,1,3.3e-04,1.0e+00,0.0129,3,27,21,24,19,43,41,38,54
ENSG00000197860,SGTB,52.2,17.5,34.8,1.978,1,3.3e-04,1.0e+00,0.013,3,20,15,20,15,34,33,31,41
ENSG00000168994,PXDC1,133.5,36.5,97,2.651,1.4,3.3e-04,1.0e+00,0.013,3,37,44,35,30,76,122,58,132
ENSG00000072210,ALDH3A2,87.2,63.2,24,0.384,-1.4,3.4e-04,1.0e+00,0.0131,3,63,66,66,58,39,26,17,14
ENSG00000162704,ARPC5,221.8,84.2,137.5,1.626,0.7,3.4e-04,1.0e+00,0.0131,3,85,72,83,97,125,146,153,126
ENSG00000154930,ACSS1,50.5,12,38.5,3.226,1.7,3.4e-04,1.0e+00,0.0131,3,10,12,8,18,39,40,22,53
ENSG00000172465,TCEAL1,37.2,11.5,25.8,2.248,1.2,3.4e-04,1.0e+00,0.0132,3,13,14,9,10,24,31,23,25
ENSG00000133216,EPHB2,29,23.8,5.2,0.225,-2.1,3.4e-04,1.0e+00,0.0132,3,22,15,34,24,3,2,8,8
ENSG00000075420,FNDC3B,484.8,188.8,296,1.568,0.6,3.5e-04,1.0e+00,0.0132,3,192,173,211,179,262,277,317,328
ENSG00000198795,ZNF521,82,58.2,23.8,0.414,-1.3,3.5e-04,1.0e+00,0.0132,3,52,75,41,65,18,21,33,23
ENSG00000206538,VGLL3,1037.2,307.5,729.8,2.373,1.2,3.5e-04,1.0e+00,0.0132,3,250,421,210,349,671,809,536,903
ENSG00000213639,PPP1CB,429.2,150,279.2,1.859,0.9,3.5e-04,1.0e+00,0.0132,3,159,157,138,146,264,352,198,303
ENSG00000113456,RAD1,85.8,31,54.8,1.761,0.8,3.6e-04,1.0e+00,0.0132,3,30,29,31,34,48,49,57,65
ENSG00000243244,STON1,154.2,50.2,104,2.066,1,3.6e-04,1.0e+00,0.0132,3,44,48,46,63,79,103,92,142
ENSG00000019995,ZRANB1,184.5,63,121.5,1.93,0.9,3.6e-04,1.0e+00,0.0132,3,49,59,85,59,139,119,127,101
ENSG00000138735,PDE5A,611.5,421.5,190,0.45,-1.2,3.6e-04,1.0e+00,0.0132,3,352,574,346,414,157,268,163,172
ENSG00000147119,CHST7,39.2,10,29.2,2.932,1.6,3.6e-04,1.0e+00,0.0132,3,11,10,15,4,32,25,31,29
ENSG00000101290,CDS2,180.5,66,114.5,1.738,0.8,3.6e-04,1.0e+00,0.0132,3,59,60,73,72,105,127,93,133
ENSG00000136436,CALCOCO2,264.2,84,180.2,2.145,1.1,3.6e-04,1.0e+00,0.0133,3,66,109,91,70,134,234,160,193
ENSG00000156675,RAB11FIP1,137,36,101,2.797,1.5,3.7e-04,1.0e+00,0.0134,3,22,43,41,38,56,109,139,100
ENSG00000172667,ZMAT3,346.2,210.5,135.8,0.644,-0.6,3.7e-04,1.0e+00,0.0134,3,219,186,215,222,153,117,137,136
ENSG00000106333,PCOLCE,761.8,474.5,287.2,0.606,-0.7,3.7e-04,1.0e+00,0.0136,3,564,446,437,451,346,261,270,272
ENSG00000145362,ANK2,175,117,58,0.496,-1,3.8e-04,1.0e+00,0.0136,3,132,92,124,120,61,45,47,79
ENSG00000108950,FAM20A,89.5,28.8,60.8,2.11,1.1,3.8e-04,1.0e+00,0.0136,3,29,32,34,20,48,74,55,66
ENSG00000146373,RNF217,72.2,22,50.2,2.264,1.2,3.8e-04,1.0e+00,0.0136,3,18,26,27,17,43,65,40,53
ENSG00000164104,HMGB2,84.8,28,56.8,2.018,1,3.8e-04,1.0e+00,0.0136,3,24,35,29,24,47,61,49,70
ENSG00000122035,RASL11A,83,14,69,4.936,2.3,3.8e-04,1.0e+00,0.0136,4,13,14,10,19,51,94,24,107
ENSG00000075213,SEMA3A,58,42.5,15.5,0.375,-1.4,3.9e-04,1.0e+00,0.0137,4,40,34,48,48,22,9,11,20
ENSG00000166963,MAP1A,604.2,385.5,218.8,0.568,-0.8,3.9e-04,1.0e+00,0.0137,4,454,388,378,322,258,238,172,207
ENSG00000109339,MAPK10,77.5,52.5,25,0.483,-1.1,3.9e-04,1.0e+00,0.0137,4,53,56,47,54,22,36,24,18
ENSG00000132356,PRKAA1,196.8,74.2,122.5,1.65,0.7,3.9e-04,1.0e+00,0.0137,4,85,66,61,85,121,128,115,126
ENSG00000137767,SQOR,199.2,66,133.2,2.028,1,4.0e-04,1.0e+00,0.0138,4,50,68,75,71,136,94,173,130
ENSG00000112715,VEGFA,166.8,115.8,51,0.44,-1.2,4.1e-04,1.0e+00,0.0141,4,144,107,101,111,53,38,76,37
ENSG00000183726,TMEM50A,214.8,79.2,135.5,1.709,0.8,4.1e-04,1.0e+00,0.0141,4,85,71,96,65,124,154,138,126
ENSG00000103710,RASL12,98.5,74,24.5,0.332,-1.6,4.2e-04,1.0e+00,0.0145,4,102,62,76,56,39,17,14,28
ENSG00000133816,MICAL2,180,53.5,126.5,2.362,1.2,4.2e-04,1.0e+00,0.0145,4,44,51,64,55,86,98,185,137
ENSG00000048740,CELF2,494.2,173.8,320.5,1.844,0.9,4.3e-04,1.0e+00,0.0146,4,210,156,148,181,334,346,232,370
ENSG00000113441,LNPEP,122.2,46,76.2,1.654,0.7,4.3e-04,1.0e+00,0.0146,4,43,48,46,47,76,75,63,91
ENSG00000164619,BMPER,44.5,36.2,8.2,0.233,-2.1,4.3e-04,1.0e+00,0.0146,4,23,32,62,28,10,4,13,6
ENSG00000049323,LTBP1,1689.8,656.5,1033.2,1.574,0.7,4.3e-04,1.0e+00,0.0146,4,571,738,716,601,974,1064,971,1124
ENSG00000182580,EPHB3,38.2,30,8.2,0.279,-1.8,4.4e-04,1.0e+00,0.0147,4,46,21,31,22,13,6,9,5
ENSG00000134851,TMEM165,157,60.2,96.8,1.613,0.7,4.4e-04,1.0e+00,0.0148,4,59,70,55,57,112,95,94,86
ENSG00000010256,UQCRC1,145,57.2,87.8,1.536,0.6,4.4e-04,1.0e+00,0.0148,4,63,52,55,59,91,81,95,84
ENSG00000113719,ERGIC1,580,221,359,1.624,0.7,4.4e-04,1.0e+00,0.0148,4,197,257,208,222,301,408,384,343
ENSG00000106484,MEST,86,71.5,14.5,0.204,-2.3,4.5e-04,1.0e+00,0.0149,4,62,123,58,43,8,30,9,11
ENSG00000285443,ZYX,781.5,311.2,470.2,1.511,0.6,4.5e-04,1.0e+00,0.015,4,314,333,303,295,523,496,453,409
ENSG00000163069,SGCB,260.2,100.5,159.8,1.586,0.7,4.6e-04,1.0e+00,0.015,4,100,94,117,91,141,178,173,147
ENSG00000067900,ROCK1,225,88.5,136.5,1.536,0.6,4.6e-04,1.0e+00,0.015,4,79,81,97,97,127,149,134,136
ENSG00000133059,DSTYK,140.8,87.2,53.5,0.616,-0.7,4.6e-04,1.0e+00,0.0151,4,85,99,81,84,58,43,55,58
ENSG00000126861,OMG,26,18.8,7.2,0.398,-1.3,4.6e-04,1.0e+00,0.0151,4,17,20,23,15,9,7,5,8
ENSG00000057252,SOAT1,118.8,45.5,73.2,1.6,0.7,4.9e-04,1.0e+00,0.0158,4,45,47,38,52,70,79,68,76
ENSG00000146250,PRSS35,32,26.8,5.2,0.202,-2.3,4.9e-04,1.0e+00,0.0158,4,17,42,32,16,3,10,4,4
ENSG00000122786,CALD1,1880.8,698,1182.8,1.694,0.8,4.9e-04,1.0e+00,0.0159,4,672,783,714,623,1074,1206,1474,977
ENSG00000117602,RCAN3,28.8,7.5,21.2,2.825,1.5,4.9e-04,1.0e+00,0.0159,5,9,11,4,6,18,21,24,22
ENSG00000135679,MDM2,264.2,161.8,102.5,0.634,-0.7,5.1e-04,1.0e+00,0.0163,5,156,171,167,153,101,89,126,94
ENSG00000115963,RND3,1490.5,945.8,544.8,0.576,-0.8,5.1e-04,1.0e+00,0.0163,5,932,819,946,1086,405,624,541,609
ENSG00000198130,HIBCH,32.5,22,10.5,0.485,-1,5.2e-04,1.0e+00,0.0164,5,25,18,25,20,11,11,10,10
ENSG00000162878,PKDCC,138,32.2,105.8,3.286,1.7,5.2e-04,1.0e+00,0.0166,5,29,55,20,25,100,124,58,141
ENSG00000241399,CD302,320.5,77.8,242.8,3.116,1.6,5.3e-04,1.0e+00,0.0166,5,74,97,49,91,120,260,212,379
ENSG00000120341,SEC16B,20.8,16.2,4.5,0.284,-1.8,5.3e-04,1.0e+00,0.0167,5,20,14,14,17,5,3,2,8
ENSG00000090861,AARS1,249,154.8,94.2,0.61,-0.7,5.3e-04,1.0e+00,0.0167,5,129,166,142,182,100,89,105,83
ENSG00000100626,GALNT16,44.2,31.2,13,0.416,-1.3,5.3e-04,1.0e+00,0.0167,5,27,28,39,31,13,19,12,8
ENSG00000142875,PRKACB,81.5,51.5,30,0.584,-0.8,5.3e-04,1.0e+00,0.0167,5,51,54,55,46,31,25,35,29
ENSG00000282958,HNRNPR,139.2,83.8,55.5,0.661,-0.6,5.4e-04,1.0e+00,0.0167,5,78,91,84,82,60,56,56,50
ENSG00000182197,EXT1,443.8,281,162.8,0.58,-0.8,5.5e-04,1.0e+00,0.017,5,255,311,242,316,185,136,192,138
ENSG00000182670,TTC3,596.2,361.5,234.8,0.649,-0.6,5.5e-04,1.0e+00,0.017,5,308,377,348,413,214,259,235,231
ENSG00000067798,NAV3,62.5,10.2,52.2,5.084,2.3,5.5e-04,1.0e+00,0.017,5,12,10,16,3,18,65,62,64
ENSG00000258947,TUBB3,42.8,30.5,12.2,0.406,-1.3,5.5e-04,1.0e+00,0.017,5,42,26,28,26,16,11,14,8
ENSG00000164105,SAP30,39.5,11.2,28.2,2.524,1.3,5.6e-04,1.0e+00,0.017,5,11,5,14,15,30,28,29,26
ENSG00000138615,CILP,69,16,53,3.316,1.7,5.6e-04,1.0e+00,0.017,5,16,22,8,18,43,63,29,77
ENSG00000174136,RGMB,243.2,162,81.2,0.503,-1,6.0e-04,1.0e+00,0.0183,6,189,187,148,124,95,78,97,55
ENSG00000142871,CCN1,429.5,99.5,330,3.318,1.7,6.2e-04,1.0e+00,0.0189,6,62,143,107,86,136,361,448,375
ENSG00000183801,OLFML1,115.2,76.8,38.5,0.504,-1,6.3e-04,1.0e+00,0.0189,6,79,79,60,89,36,39,27,52
ENSG00000197321,SVIL,788,469.2,318.8,0.68,-0.6,6.3e-04,1.0e+00,0.0189,6,447,528,458,444,321,300,302,352
ENSG00000164171,ITGA2,63.2,45.2,18,0.404,-1.3,6.3e-04,1.0e+00,0.0189,6,54,31,58,38,21,16,23,12
ENSG00000169218,RSPO1,58,15.5,42.5,2.711,1.4,6.5e-04,1.0e+00,0.0193,6,20,17,7,18,38,58,33,41
ENSG00000133943,DGLUCY,50.5,34.5,16,0.481,-1.1,6.5e-04,1.0e+00,0.0193,6,37,37,27,37,21,14,17,12
ENSG00000128311,TST,25.8,5.5,20.2,3.661,1.9,6.6e-04,1.0e+00,0.0196,6,10,4,2,6,15,27,17,22
ENSG00000126016,AMOT,25.8,20.8,5,0.248,-2,6.7e-04,1.0e+00,0.0199,6,26,15,23,19,7,1,9,3
ENSG00000102882,MAPK3,198.5,117.8,80.8,0.683,-0.5,6.8e-04,1.0e+00,0.0199,6,114,128,121,108,83,79,74,87
ENSG00000069535,MAOB,34.5,7.8,26.8,3.433,1.8,6.8e-04,1.0e+00,0.0199,6,13,5,5,8,15,33,24,35
ENSG00000108830,RND2,18.2,14.8,3.5,0.252,-2,6.8e-04,1.0e+00,0.0201,6,10,22,14,13,2,2,5,5
ENSG00000091527,CDV3,412.2,159,253.2,1.594,0.7,6.9e-04,1.0e+00,0.0202,6,135,188,158,155,216,289,266,242
ENSG00000168890,TMEM150A,43,13.2,29.8,2.218,1.1,7.0e-04,1.0e+00,0.0205,6,14,15,10,14,27,27,24,41
ENSG00000013293,SLC7A14,25.2,22,3.2,0.154,-2.7,7.2e-04,1.0e+00,0.021,7,14,16,26,32,0,7,1,5
ENSG00000105379,ETFB,61.2,39.8,21.5,0.545,-0.9,7.3e-04,1.0e+00,0.0211,7,40,46,33,40,27,20,19,20
ENSG00000126458,RRAS,163,64,99,1.557,0.6,7.3e-04,1.0e+00,0.0211,7,55,73,65,63,94,103,88,111
ENSG00000120690,ELF1,116.2,44.8,71.5,1.595,0.7,7.4e-04,1.0e+00,0.0214,7,52,46,38,43,65,66,77,78
ENSG00000147027,TMEM47,1051.8,335,716.8,2.141,1.1,7.4e-04,1.0e+00,0.0214,7,219,453,307,361,536,914,653,764
ENSG00000163378,EOGT,143.8,41.5,102.2,2.456,1.3,7.5e-04,1.0e+00,0.0214,7,39,40,55,32,91,96,158,64
ENSG00000118257,NRP2,170.2,56.5,113.8,2.014,1,7.5e-04,1.0e+00,0.0214,7,70,66,48,42,102,123,85,145
ENSG00000182718,ANXA2,2093.5,843,1250.5,1.484,0.6,7.6e-04,1.0e+00,0.0215,7,838,941,790,803,1308,1343,1099,1252
ENSG00000169756,LIMS1,141.8,85.8,56,0.653,-0.6,7.6e-04,1.0e+00,0.0215,7,86,76,93,88,64,54,56,50
ENSG00000197044,ZNF441,15,12,3,0.262,-1.9,7.7e-04,1.0e+00,0.0217,7,10,12,13,13,6,1,3,2
ENSG00000269825,ENSG00000269825,23,19.2,3.8,0.204,-2.3,7.8e-04,1.0e+00,0.0218,7,12,11,25,29,4,2,2,7
ENSG00000092621,PHGDH,102.2,74.8,27.5,0.37,-1.4,7.8e-04,1.0e+00,0.0218,7,77,99,41,82,27,37,15,31
ENSG00000167191,GPRC5B,236,53,183,3.435,1.8,7.8e-04,1.0e+00,0.0218,7,58,35,40,79,147,236,80,269
ENSG00000152601,MBNL1,510.8,183,327.8,1.788,0.8,7.9e-04,1.0e+00,0.022,7,164,189,154,225,301,332,257,421
ENSG00000117122,MFAP2,62.5,42,20.5,0.489,-1,7.9e-04,1.0e+00,0.022,7,31,47,37,53,20,18,18,26
ENSG00000110422,HIPK3,214.5,84.8,129.8,1.528,0.6,7.9e-04,1.0e+00,0.022,7,85,75,92,87,113,134,122,150
ENSG00000088888,MAVS,263,105.2,157.8,1.495,0.6,8.0e-04,1.0e+00,0.0221,7,118,104,90,109,149,159,147,176
ENSG00000010017,RANBP9,179.8,68.2,111.5,1.635,0.7,8.2e-04,1.0e+00,0.0225,7,62,68,83,60,107,113,95,131
ENSG00000198369,SPRED2,73.5,25.2,48.2,1.918,0.9,8.4e-04,1.0e+00,0.023,8,25,20,26,30,40,48,63,42
ENSG00000162458,FBLIM1,148.5,58.2,90.2,1.552,0.6,8.4e-04,1.0e+00,0.023,8,61,53,63,56,104,91,75,91
ENSG00000168542,COL3A1,5795,3667.5,2127.5,0.58,-0.8,8.4e-04,1.0e+00,0.023,8,4010,3752,2913,3995,2453,2241,1604,2212
ENSG00000181852,RNF41,110.8,43,67.8,1.575,0.7,8.4e-04,1.0e+00,0.023,8,40,49,38,45,58,72,73,68
ENSG00000168077,SCARA3,184.5,109.5,75,0.685,-0.5,8.5e-04,1.0e+00,0.023,8,119,103,119,97,73,75,77,75
ENSG00000179295,PTPN11,655.5,272,383.5,1.408,0.5,8.5e-04,1.0e+00,0.023,8,267,264,296,261,367,381,414,372
ENSG00000171132,PRKCE,35.2,24.5,10.8,0.45,-1.2,8.5e-04,1.0e+00,0.023,8,30,27,21,20,13,7,11,12
ENSG00000149257,SERPINH1,577.8,364.5,213.2,0.585,-0.8,8.8e-04,1.0e+00,0.0237,8,420,340,322,376,219,184,278,172
ENSG00000105643,ARRDC2,29.2,8.8,20.5,2.368,1.2,8.8e-04,1.0e+00,0.0237,8,8,8,9,10,25,26,15,16
ENSG00000135048,CEMIP2,73.8,23.2,50.5,2.177,1.1,8.9e-04,1.0e+00,0.0237,8,19,29,27,18,39,57,67,39
ENSG00000104936,DMPK,168.2,60.2,108,1.804,0.9,8.9e-04,1.0e+00,0.0237,8,51,60,68,62,73,128,113,118
ENSG00000284099,SQSTM1,430.2,315,115.2,0.367,-1.4,8.9e-04,1.0e+00,0.0237,8,278,174,413,395,179,82,89,111
ENSG00000074590,NUAK1,31.8,9,22.8,2.49,1.3,9.0e-04,1.0e+00,0.0238,8,13,9,6,8,23,25,27,16
ENSG00000147883,CDKN2B,40,31.8,8.2,0.265,-1.9,9.1e-04,1.0e+00,0.024,8,28,49,35,15,9,7,13,4
ENSG00000102760,RGCC,95.8,10,85.8,8.555,3.1,9.1e-04,1.0e+00,0.024,8,11,7,7,15,9,100,91,143
ENSG00000134871,COL4A2,374.5,130.5,244,1.869,0.9,9.1e-04,1.0e+00,0.024,8,137,118,164,103,247,190,324,215
ENSG00000131080,EDA2R,84,56.2,27.8,0.496,-1,9.2e-04,1.0e+00,0.024,8,60,62,61,42,35,18,30,28
ENSG00000124762,CDKN1A,676.8,458.2,218.5,0.477,-1.1,9.2e-04,1.0e+00,0.024,8,618,343,469,403,297,150,225,202
ENSG00000103647,CORO2B,40.8,29.2,11.5,0.403,-1.3,9.2e-04,1.0e+00,0.024,8,27,28,24,38,14,6,10,16
ENSG00000241553,ARPC4,165.2,64.2,101,1.57,0.7,9.3e-04,1.0e+00,0.024,8,67,58,56,76,114,90,102,98
ENSG00000172260,NEGR1,112.5,33.2,79.2,2.371,1.2,9.3e-04,1.0e+00,0.024,8,19,39,37,38,48,78,94,97
ENSG00000125503,PPP1R12C,211,81.5,129.5,1.587,0.7,9.4e-04,1.0e+00,0.0242,9,66,95,80,85,119,131,117,151
ENSG00000253276,CCDC71L,91.8,29.5,62.2,2.128,1.1,9.4e-04,1.0e+00,0.0242,9,35,23,27,33,55,61,44,89
ENSG00000164292,RHOBTB3,1270.8,417.5,853.2,2.045,1,9.4e-04,1.0e+00,0.0242,9,330,487,526,327,612,911,1128,762
ENSG00000131459,GFPT2,85.2,25.2,60,2.4,1.3,9.4e-04,1.0e+00,0.0242,9,25,25,27,24,84,58,30,68
ENSG00000075391,RASAL2,75.2,28.8,46.5,1.607,0.7,9.5e-04,1.0e+00,0.0243,9,29,29,33,24,46,47,46,47
ENSG00000198728,LDB1,216.8,130.8,86,0.658,-0.6,9.6e-04,1.0e+00,0.0244,9,122,138,138,125,78,103,75,88
ENSG00000035403,VCL,1440.2,520,920.2,1.77,0.8,9.8e-04,1.0e+00,0.025,9,481,611,393,595,779,970,797,1135
ENSG00000075624,ACTB,7434.8,2636.8,4798,1.82,0.9,1.0e-03,1.0e+00,0.0253,9,2488,3107,2355,2597,3686,5078,6402,4026
ENSG00000081377,CDC14B,200.2,67.8,132.5,1.955,1,1.0e-03,1.0e+00,0.0253,9,60,75,54,82,105,168,99,158
ENSG00000117868,ESYT2,423.2,168,255.2,1.52,0.6,1.0e-03,1.0e+00,0.0254,9,162,184,153,173,213,293,237,278
ENSG00000128923,MINDY2,124.2,43.8,80.5,1.828,0.9,1.0e-03,1.0e+00,0.0254,9,39,48,39,49,62,109,69,82
ENSG00000197381,ADARB1,169.5,28,141.5,5.061,2.3,1.0e-03,1.0e+00,0.0254,9,12,37,45,18,42,143,232,149
ENSG00000167460,TPM4,4256.2,1658.2,2598,1.567,0.6,1.0e-03,1.0e+00,0.0254,9,1515,1740,1710,1668,2656,2502,3127,2107
ENSG00000113140,SPARC,2624.2,1557,1067.2,0.686,-0.5,1.0e-03,1.0e+00,0.0254,9,1473,1541,1582,1632,1230,1066,973,1000
ENSG00000254470,AP5B1,39.8,14,25.8,1.817,0.9,1.0e-03,1.0e+00,0.0259,10,16,14,12,14,29,25,24,25
ENSG00000169744,LDB2,62.5,43.2,19.2,0.454,-1.1,1.0e-03,1.0e+00,0.0259,10,40,42,44,47,30,11,16,20
ENSG00000173918,C1QTNF1,92.2,28.2,64,2.255,1.2,1.1e-03,1.0e+00,0.0262,10,21,21,37,34,44,56,83,73
ENSG00000168610,STAT3,678.8,282.2,396.5,1.404,0.5,1.1e-03,1.0e+00,0.0263,10,294,274,286,275,418,358,381,429
ENSG00000170315,UBB,751.2,436.8,314.5,0.721,-0.5,1.1e-03,1.0e+00,0.0263,10,425,446,432,444,327,314,333,284
ENSG00000071127,WDR1,827,305.8,521.2,1.706,0.8,1.1e-03,1.0e+00,0.0263,10,331,326,288,278,478,504,701,402
ENSG00000112576,CCND3,54.2,19,35.2,1.849,0.9,1.1e-03,1.0e+00,0.0266,10,21,18,20,17,39,38,25,39
ENSG00000187720,THSD4,263.2,175.2,88,0.501,-1,1.1e-03,1.0e+00,0.0272,10,172,248,163,118,76,108,94,74
ENSG00000064115,TM7SF3,131,45.2,85.8,1.894,0.9,1.1e-03,1.0e+00,0.0272,10,60,44,44,33,79,105,66,93
ENSG00000164258,NDUFS4,55,35.2,19.8,0.566,-0.8,1.1e-03,1.0e+00,0.0273,10,41,31,29,40,18,21,19,21
ENSG00000110090,CPT1A,210.8,84,126.8,1.508,0.6,1.1e-03,1.0e+00,0.0275,10,77,79,94,86,129,112,117,149
ENSG00000166272,WBP1L,210.8,81,129.8,1.594,0.7,1.1e-03,1.0e+00,0.0275,10,70,93,87,74,122,154,107,136
ENSG00000130517,PGPEP1,108,64.8,43.2,0.666,-0.6,1.1e-03,1.0e+00,0.0275,10,68,58,62,71,41,48,42,42
ENSG00000168461,RAB31,330,119,211,1.769,0.8,1.1e-03,1.0e+00,0.0275,10,96,114,153,113,156,248,205,235
ENSG00000080546,SESN1,60.8,39.5,21.2,0.544,-0.9,1.2e-03,1.0e+00,0.0275,10,41,29,48,40,24,20,22,19
ENSG00000170624,SGCD,183.8,128.2,55.5,0.434,-1.2,1.2e-03,1.0e+00,0.0275,11,132,184,74,123,44,75,48,55
ENSG00000164761,TNFRSF11B,651.5,485.8,165.8,0.342,-1.5,1.2e-03,1.0e+00,0.0275,11,310,592,482,559,80,193,272,118
ENSG00000044090,CUL7,117.8,74,43.8,0.59,-0.8,1.2e-03,1.0e+00,0.0275,11,78,88,55,75,45,40,51,39
ENSG00000160360,GPSM1,164.2,102.2,62,0.605,-0.7,1.2e-03,1.0e+00,0.0279,11,123,95,80,111,66,51,68,63
ENSG00000100292,HMOX1,208.2,145,63.2,0.436,-1.2,1.2e-03,1.0e+00,0.0281,11,167,75,167,171,61,75,44,73
ENSG00000169504,CLIC4,1454.8,562.2,892.5,1.587,0.7,1.2e-03,1.0e+00,0.0284,11,596,581,468,604,730,1006,808,1026
ENSG00000128309,MPST,45.2,14.8,30.5,2.054,1,1.2e-03,1.0e+00,0.0287,11,18,9,17,15,26,30,28,38
ENSG00000196507,TCEAL3,84.2,26.8,57.5,2.135,1.1,1.2e-03,1.0e+00,0.0287,11,25,34,30,18,54,54,80,42
