name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,N61311_Ctrl,N052611_Ctrl,N080611_Ctrl,N061011_Ctrl,N61311_Dex,N052611_Dex,N080611_Dex,N061011_Dex
ENSG00000198301,SDAD1,72.2,35.2,37,1.055,0.1,6.0e-01,1.0e+00,0.8362,5499,38,38,33,32,36,34,38,40
ENSG00000184110,EIF3C,666,348.8,317.2,0.91,-0.1,6.0e-01,1.0e+00,0.8364,5501,461,303,348,283,482,272,311,204
ENSG00000265354,TIMM23,61.5,29.8,31.8,1.072,0.1,6.0e-01,1.0e+00,0.8364,5502,37,22,31,29,35,31,31,30
ENSG00000092140,G2E3,24.5,11.5,13,1.13,0.2,6.0e-01,1.0e+00,0.8364,5503,15,6,9,16,11,11,16,14
ENSG00000152223,EPG5,267.5,130,137.5,1.059,0.1,6.0e-01,1.0e+00,0.8366,5505,110,156,130,124,107,144,149,150
ENSG00000129219,PLD2,59.5,28,31.5,1.127,0.2,6.0e-01,1.0e+00,0.8368,5507,39,35,15,23,36,30,19,41
ENSG00000116497,S100PBP,50.8,26.8,24,0.899,-0.2,6.0e-01,1.0e+00,0.8368,5508,22,29,36,20,19,28,15,34
ENSG00000177613,CSTF2T,59,28.5,30.5,1.081,0.1,6.0e-01,1.0e+00,0.8371,5511,34,34,19,27,32,27,31,32
ENSG00000136205,TNS3,749,388.5,360.5,0.929,-0.1,6.0e-01,1.0e+00,0.8373,5513,356,505,333,360,247,429,418,348
ENSG00000173276,ZBTB21,28.2,13.2,15,1.153,0.2,6.0e-01,1.0e+00,0.8374,5515,11,10,21,11,14,6,21,19
ENSG00000186654,PRR5,26,11.5,14.5,1.235,0.3,6.0e-01,1.0e+00,0.8377,5517,14,12,9,11,15,12,1,30
ENSG00000146112,PPP1R18,151.5,79.2,72.2,0.913,-0.1,6.0e-01,1.0e+00,0.8377,5518,97,88,77,55,96,66,45,82
ENSG00000174428,GTF2IRD2B,65.2,34,31.2,0.926,-0.1,6.0e-01,1.0e+00,0.8377,5519,32,34,37,33,23,44,28,30
ENSG00000130731,METTL26,35,18.5,16.5,0.909,-0.1,6.0e-01,1.0e+00,0.8386,5526,23,20,12,19,21,17,15,13
ENSG00000114416,FXR1,243.5,125.8,117.8,0.936,-0.1,6.0e-01,1.0e+00,0.8387,5527,97,138,156,112,107,142,95,127
ENSG00000025800,KPNA6,179.5,92,87.5,0.95,-0.1,6.0e-01,1.0e+00,0.8393,5532,85,82,112,89,84,98,79,89
ENSG00000155100,OTUD6B,18.8,8.8,10,1.163,0.2,6.1e-01,1.0e+00,0.8395,5534,11,11,11,2,10,8,11,11
ENSG00000057663,ATG5,44.2,21.2,23,1.092,0.1,6.1e-01,1.0e+00,0.8395,5535,21,25,14,25,18,24,21,29
ENSG00000146909,NOM1,37.5,19.8,17.8,0.914,-0.1,6.1e-01,1.0e+00,0.8398,5538,14,28,20,17,21,16,17,17
ENSG00000119314,PTBP3,65,31.5,33.5,1.07,0.1,6.1e-01,1.0e+00,0.8398,5539,36,26,38,26,31,33,37,33
ENSG00000089177,KIF16B,43.8,23.5,20.2,0.887,-0.2,6.1e-01,1.0e+00,0.84,5541,13,30,22,29,18,31,19,13
ENSG00000282813,ARMC10,25.2,11.2,14,1.246,0.3,6.1e-01,1.0e+00,0.84,5542,11,1,9,24,18,20,5,13
ENSG00000110274,CEP164,73.5,38.2,35.2,0.928,-0.1,6.1e-01,1.0e+00,0.8401,5543,34,32,43,44,30,28,37,46
ENSG00000197021,EOLA2,21.5,10.2,11.2,1.117,0.2,6.1e-01,1.0e+00,0.8401,5544,10,15,8,8,10,14,10,11
ENSG00000288217,PEX5,36.5,20,16.5,0.828,-0.3,6.1e-01,1.0e+00,0.8401,5544,11,34,28,7,9,16,29,12
ENSG00000206427,PRRC2A,59.8,23.2,36.5,1.57,0.7,6.1e-01,1.0e+00,0.8401,5545,54,39,0,0,60,86,0,0
ENSG00000225164,PRRC2A,59.8,23.2,36.5,1.57,0.7,6.1e-01,1.0e+00,0.8401,5546,54,39,0,0,60,86,0,0
ENSG00000105171,POP4,35.8,18.8,17,0.914,-0.1,6.1e-01,1.0e+00,0.8401,5547,19,21,20,15,11,22,17,18
ENSG00000146834,MEPCE,78.2,40.8,37.5,0.922,-0.1,6.1e-01,1.0e+00,0.8401,5548,41,37,37,48,37,29,29,55
ENSG00000123975,CKS2,20,9.5,10.5,1.125,0.2,6.1e-01,1.0e+00,0.8401,5549,11,11,10,6,12,11,13,6
ENSG00000128573,FOXP2,40,19,21,1.1,0.1,6.1e-01,1.0e+00,0.8401,5550,15,17,17,27,15,20,26,23
ENSG00000182484,WASH6P,86.2,41.2,45,1.082,0.1,6.1e-01,1.0e+00,0.8401,5551,51,50,30,34,37,52,52,39
ENSG00000198786,MT-ND5,5195.5,2488.5,2707,1.088,0.1,6.1e-01,1.0e+00,0.8401,5552,1873,2838,3286,1957,2128,3002,3490,2208
ENSG00000034677,RNF19A,77.2,37.2,40,1.074,0.1,6.1e-01,1.0e+00,0.8403,5553,45,30,33,41,49,33,34,44
ENSG00000114023,FAM162A,62.5,32.8,29.8,0.905,-0.1,6.1e-01,1.0e+00,0.8403,5554,41,37,22,31,23,23,45,28
ENSG00000117305,HMGCL,59.2,30.8,28.5,0.931,-0.1,6.1e-01,1.0e+00,0.8404,5556,35,34,28,26,27,34,21,32
ENSG00000235941,HSPA1A,82.5,34.2,48.2,1.405,0.5,6.1e-01,1.0e+00,0.8404,5557,0,15,67,55,0,43,73,77
ENSG00000214046,SMIM7,61.5,32,29.5,0.926,-0.1,6.1e-01,1.0e+00,0.8405,5558,34,30,41,23,30,26,35,27
ENSG00000101665,SMAD7,20,9.2,10.8,1.178,0.2,6.1e-01,1.0e+00,0.8405,5559,5,15,6,11,12,4,13,14
ENSG00000126267,COX6B1,130.5,67,63.5,0.955,-0.1,6.1e-01,1.0e+00,0.8405,5560,61,69,73,65,61,57,68,68
ENSG00000170871,KIAA0232,106.2,55,51.2,0.933,-0.1,6.1e-01,1.0e+00,0.841,5564,42,65,61,52,37,56,60,52
ENSG00000169057,MECP2,149.5,73,76.5,1.044,0.1,6.1e-01,1.0e+00,0.8413,5567,66,73,75,78,71,80,72,83
ENSG00000150787,PTS,30.2,14,16.2,1.177,0.2,6.1e-01,1.0e+00,0.8419,5572,16,18,19,3,21,12,22,10
ENSG00000170653,ATF7,114.8,55.2,59.5,1.07,0.1,6.1e-01,1.0e+00,0.842,5573,58,54,41,68,54,49,61,74
ENSG00000088832,FKBP1A,367.5,188,179.5,0.956,-0.1,6.1e-01,1.0e+00,0.842,5574,168,202,179,203,182,164,207,165
ENSG00000145681,HAPLN1,89,38.8,50.2,1.303,0.4,6.1e-01,1.0e+00,0.842,5575,4,71,17,63,9,67,41,84
ENSG00000172175,MALT1,81.5,38.2,43.2,1.133,0.2,6.1e-01,1.0e+00,0.842,5576,32,39,44,38,27,32,83,31
ENSG00000154222,CC2D1B,65.2,34.2,31,0.908,-0.1,6.1e-01,1.0e+00,0.842,5576,43,34,25,35,41,24,20,39
ENSG00000101266,CSNK2A1,158.2,81.8,76.5,0.936,-0.1,6.1e-01,1.0e+00,0.842,5577,86,85,90,66,79,82,92,53
ENSG00000055044,NOP58,38.8,18.8,20,1.073,0.1,6.1e-01,1.0e+00,0.842,5578,18,18,22,17,19,20,24,17
ENSG00000148396,SEC16A,220.2,107.8,112.5,1.046,0.1,6.1e-01,1.0e+00,0.8421,5579,102,106,106,117,105,101,132,112
ENSG00000154096,THY1,976.2,517.5,458.8,0.887,-0.2,6.1e-01,1.0e+00,0.8421,5580,336,565,706,463,238,490,743,364
ENSG00000160953,PWWP3A,79,41,38,0.928,-0.1,6.1e-01,1.0e+00,0.8425,5584,45,32,33,54,46,39,32,35
ENSG00000144840,RABL3,28.8,15.2,13.5,0.902,-0.1,6.1e-01,1.0e+00,0.8425,5585,13,20,11,17,12,13,19,10
ENSG00000188906,LRRK2,84,40,44,1.101,0.1,6.1e-01,1.0e+00,0.8425,5586,24,37,52,47,40,30,49,57
ENSG00000101972,STAG2,175,89.8,85.2,0.946,-0.1,6.1e-01,1.0e+00,0.8425,5586,93,80,87,99,85,95,64,97
ENSG00000102910,LONP2,187.2,95.5,91.8,0.959,-0.1,6.1e-01,1.0e+00,0.8427,5589,91,93,94,104,93,101,89,84
ENSG00000126945,HNRNPH2,170.2,87,83.2,0.951,-0.1,6.1e-01,1.0e+00,0.8428,5590,91,95,89,73,79,85,97,72
ENSG00000165119,HNRNPK,714.2,347.5,366.8,1.055,0.1,6.1e-01,1.0e+00,0.8428,5591,396,328,305,361,416,282,388,381
ENSG00000185946,RNPC3,40.5,19.2,21.2,1.122,0.2,6.1e-01,1.0e+00,0.8429,5592,14,21,21,21,26,14,12,33
ENSG00000121039,RDH10,666.2,351.8,314.5,0.893,-0.2,6.1e-01,1.0e+00,0.8432,5595,319,476,321,291,150,380,475,253
ENSG00000070047,PHRF1,36.5,21.8,14.8,0.68,-0.6,6.1e-01,1.0e+00,0.8432,5596,37,14,16,20,0,0,0,59
ENSG00000147872,PLIN2,263.2,127.8,135.5,1.063,0.1,6.1e-01,1.0e+00,0.8432,5597,113,99,172,127,134,129,129,150
ENSG00000099999,RNF215,25.8,12.2,13.5,1.122,0.2,6.1e-01,1.0e+00,0.8432,5598,6,11,15,17,12,14,12,16
ENSG00000176087,SLC35A4,84.2,40.8,43.5,1.062,0.1,6.1e-01,1.0e+00,0.8432,5599,39,39,35,50,49,49,38,38
ENSG00000182326,C1S,4118.5,2013.5,2105,1.046,0.1,6.1e-01,1.0e+00,0.8432,5600,2147,1973,1848,2086,2283,2072,1829,2236
ENSG00000103264,FBXO31,105,54.5,50.5,0.931,-0.1,6.1e-01,1.0e+00,0.8433,5601,54,42,53,69,58,37,48,59
ENSG00000101294,HM13,210,102.5,107.5,1.048,0.1,6.1e-01,1.0e+00,0.8433,5602,108,109,106,87,91,109,122,108
ENSG00000166225,FRS2,101,52,49,0.939,-0.1,6.1e-01,1.0e+00,0.8433,5603,55,51,42,60,37,52,50,57
ENSG00000204178,MACO1,37.2,20,17.2,0.858,-0.2,6.1e-01,1.0e+00,0.8434,5604,23,18,23,16,19,21,3,26
ENSG00000066455,GOLGA5,125,64.2,60.8,0.952,-0.1,6.1e-01,1.0e+00,0.8434,5605,61,70,70,56,60,54,69,60
ENSG00000170632,ARMC10,37.8,20.5,17.2,0.856,-0.2,6.1e-01,1.0e+00,0.8434,5606,20,31,21,10,18,5,19,27
ENSG00000267645,POLR2J2-UPK3BL1,36.5,21.8,14.8,0.681,-0.6,6.1e-01,1.0e+00,0.8434,5607,17,56,14,0,0,38,21,0
ENSG00000243646,IL10RB,78.5,40.5,38,0.936,-0.1,6.1e-01,1.0e+00,0.8434,5607,49,33,40,40,30,35,45,42
ENSG00000102572,STK24,124.8,60.8,64,1.053,0.1,6.1e-01,1.0e+00,0.8434,5608,55,53,71,64,66,58,59,73
ENSG00000179119,SPTY2D1,54.2,26,28.2,1.097,0.1,6.1e-01,1.0e+00,0.8434,5609,18,35,26,25,23,35,20,35
ENSG00000188599,NPIPP1,25.5,12,13.5,1.124,0.2,6.1e-01,1.0e+00,0.8435,5611,16,10,7,15,13,12,10,19
ENSG00000141504,SAT2,60.8,31.8,29,0.919,-0.1,6.1e-01,1.0e+00,0.8436,5613,34,27,33,33,27,34,17,38
ENSG00000135365,PHF21A,127.5,65.5,62,0.955,-0.1,6.1e-01,1.0e+00,0.8438,5615,61,60,71,70,55,62,64,67
ENSG00000068024,HDAC4,46.8,22.5,24.2,1.077,0.1,6.1e-01,1.0e+00,0.844,5617,29,18,20,23,24,20,26,27
ENSG00000164975,SNAPC3,69.5,36.5,33,0.903,-0.1,6.1e-01,1.0e+00,0.844,5618,37,39,50,20,27,30,47,28
ENSG00000136521,NDUFB5,71.5,34.5,37,1.064,0.1,6.1e-01,1.0e+00,0.844,5619,38,38,35,27,33,41,41,33
ENSG00000032219,ARID4A,53.8,26,27.8,1.077,0.1,6.1e-01,1.0e+00,0.844,5620,26,25,27,26,33,19,26,33
ENSG00000119414,PPP6C,80.5,39,41.5,1.059,0.1,6.1e-01,1.0e+00,0.844,5621,41,36,34,45,39,35,45,47
ENSG00000132600,PRMT7,46.8,22.8,24,1.073,0.1,6.1e-01,1.0e+00,0.8442,5623,21,27,20,23,29,25,23,19
ENSG00000089063,TMEM230,204,104.8,99.2,0.946,-0.1,6.1e-01,1.0e+00,0.8443,5624,119,103,116,81,112,109,91,85
ENSG00000105556,MIER2,26,13.8,12.2,0.908,-0.1,6.1e-01,1.0e+00,0.8443,5625,13,17,9,16,12,10,14,13
ENSG00000275125,PRXL2B,19.5,11.5,8,0.709,-0.5,6.2e-01,1.0e+00,0.8444,5626,0,9,22,15,15,0,17,0
ENSG00000104763,ASAH1,266.5,129,137.5,1.067,0.1,6.2e-01,1.0e+00,0.8448,5630,113,144,115,144,101,169,120,160
ENSG00000204131,NHSL2,36.5,20,16.5,0.811,-0.3,6.2e-01,1.0e+00,0.8448,5630,15,16,11,38,3,28,8,27
ENSG00000121390,PSPC1,53.2,27.8,25.5,0.928,-0.1,6.2e-01,1.0e+00,0.8448,5631,24,24,34,29,30,20,29,23
ENSG00000116984,MTR,173,83.2,89.8,1.077,0.1,6.2e-01,1.0e+00,0.8448,5633,71,72,92,98,60,80,109,110
ENSG00000115816,CEBPZ,66.8,32.5,34.2,1.057,0.1,6.2e-01,1.0e+00,0.8449,5633,31,35,28,36,36,32,31,38
ENSG00000126858,RHOT1,41.8,22,19.8,0.896,-0.2,6.2e-01,1.0e+00,0.8452,5637,20,22,27,19,14,25,29,11
ENSG00000182512,GLRX5,28.2,15.2,13,0.885,-0.2,6.2e-01,1.0e+00,0.8452,5638,13,15,19,14,19,13,15,5
ENSG00000140307,GTF2A2,41.2,19.5,21.8,1.134,0.2,6.2e-01,1.0e+00,0.8453,5639,20,23,19,16,30,26,24,7
ENSG00000110723,EXPH5,35.8,17,18.8,1.097,0.1,6.2e-01,1.0e+00,0.8453,5640,19,14,19,16,14,28,16,17
ENSG00000175215,CTDSP2,648,330,318,0.964,-0.1,6.2e-01,1.0e+00,0.8453,5640,332,327,347,314,295,329,336,312
ENSG00000047056,WDR37,45.5,22,23.5,1.079,0.1,6.2e-01,1.0e+00,0.8465,5650,26,25,19,18,18,24,23,29
ENSG00000056998,GYG2,22,10.5,11.5,1.114,0.2,6.2e-01,1.0e+00,0.8465,5651,13,9,10,10,16,6,12,12
ENSG00000198589,LRBA,111,57.2,53.8,0.941,-0.1,6.2e-01,1.0e+00,0.8465,5652,50,66,55,58,43,69,50,53
ENSG00000105364,MRPL4,47.2,23,24.2,1.064,0.1,6.2e-01,1.0e+00,0.8469,5655,25,21,21,25,26,22,23,26
ENSG00000186174,BCL9L,254.2,123,131.2,1.067,0.1,6.2e-01,1.0e+00,0.8469,5655,154,99,129,110,160,99,122,144
ENSG00000228474,OST4,212.2,109.2,103,0.941,-0.1,6.2e-01,1.0e+00,0.8469,5656,110,119,124,84,82,111,127,92
ENSG00000074356,NCBP3,89.2,43.2,46,1.059,0.1,6.2e-01,1.0e+00,0.8469,5657,40,45,52,36,51,40,50,43
ENSG00000153774,CFDP1,79.2,41,38.2,0.941,-0.1,6.2e-01,1.0e+00,0.847,5659,35,40,41,48,31,42,35,45
ENSG00000163879,DNALI1,27.8,14.5,13.2,0.916,-0.1,6.2e-01,1.0e+00,0.847,5660,13,17,17,11,14,14,10,15
ENSG00000101019,UQCC1,61.2,32,29.2,0.916,-0.1,6.2e-01,1.0e+00,0.847,5661,27,40,33,28,25,22,26,44
ENSG00000162601,MYSM1,97,49.8,47.2,0.948,-0.1,6.2e-01,1.0e+00,0.847,5662,52,49,50,48,54,36,52,47
ENSG00000130935,NOL11,36.2,19,17.2,0.915,-0.1,6.2e-01,1.0e+00,0.8471,5663,17,20,19,20,10,18,21,20
ENSG00000111707,SUDS3,61.2,32,29.2,0.923,-0.1,6.2e-01,1.0e+00,0.8474,5665,28,38,37,25,33,26,37,21
ENSG00000100522,GNPNAT1,78,37.8,40.2,1.067,0.1,6.2e-01,1.0e+00,0.8474,5666,38,33,41,39,41,37,52,31
ENSG00000115204,MPV17,95.2,48.8,46.5,0.952,-0.1,6.2e-01,1.0e+00,0.8474,5667,51,46,44,54,52,45,48,41
ENSG00000116459,ATP5PB,141.2,72.5,68.8,0.952,-0.1,6.2e-01,1.0e+00,0.8474,5668,78,64,64,84,65,67,78,65
ENSG00000197170,PSMD12,58,27.8,30.2,1.103,0.1,6.2e-01,1.0e+00,0.8474,5669,35,27,31,18,31,39,34,17
ENSG00000269955,FMC1-LUC7L2,29,17,12,0.714,-0.5,6.2e-01,1.0e+00,0.8476,5671,24,0,22,22,22,26,0,0
ENSG00000113593,PPWD1,44.8,23.5,21.2,0.919,-0.1,6.2e-01,1.0e+00,0.8478,5673,17,34,20,23,22,22,23,18
ENSG00000044115,CTNNA1,677.8,332.2,345.5,1.041,0.1,6.2e-01,1.0e+00,0.8478,5674,326,365,313,325,313,345,387,337
ENSG00000101363,MANBAL,87.2,41.8,45.5,1.09,0.1,6.2e-01,1.0e+00,0.848,5676,31,38,56,42,30,59,52,41
ENSG00000157107,FCHO2,69.2,33.2,36,1.097,0.1,6.2e-01,1.0e+00,0.848,5677,36,39,18,40,31,44,28,41
ENSG00000137944,KYAT3,40.8,22,18.8,0.878,-0.2,6.2e-01,1.0e+00,0.848,5678,11,30,26,21,19,30,10,16
ENSG00000136273,HUS1,23,12.2,10.8,0.876,-0.2,6.2e-01,1.0e+00,0.848,5679,15,14,12,8,18,5,8,12
ENSG00000165630,PRPF18,34.8,16.5,18.2,1.099,0.1,6.2e-01,1.0e+00,0.848,5680,20,16,16,14,11,23,22,17
ENSG00000151465,CDC123,81,42,39,0.927,-0.1,6.2e-01,1.0e+00,0.8483,5683,31,48,43,46,37,28,52,39
ENSG00000091732,ZC3HC1,23.2,11,12.2,1.114,0.2,6.2e-01,1.0e+00,0.8483,5684,11,7,15,11,10,18,10,11
ENSG00000166135,HIF1AN,143.2,69.5,73.8,1.067,0.1,6.2e-01,1.0e+00,0.8483,5684,68,80,66,64,92,65,85,53
ENSG00000114779,ABHD14B,72,37.5,34.5,0.92,-0.1,6.2e-01,1.0e+00,0.8483,5685,45,34,42,29,44,34,21,39
ENSG00000012232,EXTL3,106.5,51.5,55,1.064,0.1,6.2e-01,1.0e+00,0.8484,5687,43,50,60,53,48,53,72,47
ENSG00000258890,CEP95,24.8,13,11.8,0.904,-0.1,6.2e-01,1.0e+00,0.8484,5688,13,17,9,13,15,13,8,11
ENSG00000115541,HSPE1,47.5,25,22.5,0.901,-0.1,6.2e-01,1.0e+00,0.8484,5688,30,23,24,23,11,20,31,28
ENSG00000280568,ZNF780A,33.8,17.8,16,0.903,-0.1,6.2e-01,1.0e+00,0.8484,5689,13,26,15,17,18,21,10,15
ENSG00000119844,AFTPH,43.2,22.8,20.5,0.908,-0.1,6.2e-01,1.0e+00,0.8484,5690,19,23,21,28,18,11,27,26
ENSG00000139190,VAMP1,44,23.5,20.5,0.889,-0.2,6.2e-01,1.0e+00,0.8484,5691,12,23,24,35,15,30,19,18
ENSG00000125304,TM9SF2,246,119.5,126.5,1.056,0.1,6.2e-01,1.0e+00,0.8484,5692,126,126,85,141,118,129,126,133
ENSG00000166012,TAF1D,106,51.8,54.2,1.048,0.1,6.2e-01,1.0e+00,0.8484,5693,52,54,53,48,59,55,46,57
ENSG00000084070,SMAP2,41.8,20,21.8,1.095,0.1,6.2e-01,1.0e+00,0.8485,5694,21,15,26,18,25,14,19,29
ENSG00000119912,IDE,81,41.8,39.2,0.948,-0.1,6.2e-01,1.0e+00,0.8485,5695,38,37,47,45,37,44,36,40
ENSG00000135482,ZC3H10,20.5,9.8,10.8,1.12,0.2,6.2e-01,1.0e+00,0.8486,5697,9,13,10,7,16,11,8,8
ENSG00000164880,INTS1,189.5,97.2,92.2,0.948,-0.1,6.2e-01,1.0e+00,0.8487,5698,109,70,105,105,89,87,97,96
ENSG00000180917,CMTR2,43.5,20.8,22.8,1.084,0.1,6.2e-01,1.0e+00,0.8487,5699,23,15,23,22,16,23,27,25
ENSG00000141698,NT5C3B,56.8,29.2,27.5,0.943,-0.1,6.2e-01,1.0e+00,0.8487,5700,34,27,29,27,28,24,27,31
ENSG00000108654,DDX5,1259.8,617,642.8,1.042,0.1,6.2e-01,1.0e+00,0.8492,5704,580,656,689,543,662,655,620,634
ENSG00000253352,TUG1,406.5,208.2,198.2,0.953,-0.1,6.2e-01,1.0e+00,0.8492,5705,195,212,222,204,151,205,225,212
ENSG00000128050,PAICS,96.5,50.5,46,0.91,-0.1,6.2e-01,1.0e+00,0.8493,5706,48,45,65,44,49,42,68,25
ENSG00000164332,UBLCP1,59.5,28.8,30.8,1.079,0.1,6.2e-01,1.0e+00,0.8493,5707,26,31,28,30,38,38,27,20
ENSG00000123080,CDKN2C,44.8,23.8,21,0.91,-0.1,6.2e-01,1.0e+00,0.8495,5709,26,26,25,18,33,14,18,19
ENSG00000135974,C2orf49,43.8,22.8,21,0.93,-0.1,6.2e-01,1.0e+00,0.8495,5710,18,27,23,23,17,20,25,22
ENSG00000100744,GSKIP,37.5,20,17.5,0.889,-0.2,6.2e-01,1.0e+00,0.8495,5711,17,34,14,15,22,22,13,13
ENSG00000162734,PEA15,805,414.8,390.2,0.941,-0.1,6.3e-01,1.0e+00,0.8505,5719,347,566,333,413,366,446,370,379
ENSG00000156026,MCU,84.5,40.5,44,1.081,0.1,6.3e-01,1.0e+00,0.8505,5720,33,55,38,36,34,52,54,36
ENSG00000123415,SMUG1,23,11,12,1.111,0.2,6.3e-01,1.0e+00,0.8505,5720,13,11,13,7,14,7,14,13
ENSG00000158966,CACHD1,27.8,15,12.8,0.867,-0.2,6.3e-01,1.0e+00,0.8505,5721,8,15,10,27,10,14,9,18
ENSG00000109790,KLHL5,184.8,95.5,89.2,0.936,-0.1,6.3e-01,1.0e+00,0.8505,5722,78,106,124,74,73,95,106,83
ENSG00000183207,RUVBL2,57.2,27.5,29.8,1.082,0.1,6.3e-01,1.0e+00,0.8505,5723,26,30,32,22,31,20,38,30
ENSG00000114544,SLC41A3,71.5,34.8,36.8,1.062,0.1,6.3e-01,1.0e+00,0.8505,5724,27,39,39,34,36,41,38,32
ENSG00000065268,WDR18,21.8,10.2,11.5,1.14,0.2,6.3e-01,1.0e+00,0.8505,5725,10,8,12,11,17,4,15,10
ENSG00000183153,GJD3,33.2,15.8,17.5,1.113,0.2,6.3e-01,1.0e+00,0.8505,5726,14,15,15,19,23,23,8,16
ENSG00000162819,BROX,86.5,41.8,44.8,1.075,0.1,6.3e-01,1.0e+00,0.8505,5726,34,47,49,37,37,60,35,47
ENSG00000117525,F3,45.8,21.5,24.2,1.125,0.2,6.3e-01,1.0e+00,0.8505,5727,19,14,32,21,20,12,30,35
ENSG00000102897,LYRM1,30,13.8,16.2,1.168,0.2,6.3e-01,1.0e+00,0.8505,5728,15,7,11,22,15,23,5,22
ENSG00000163644,PPM1K,63.8,30.2,33.5,1.105,0.1,6.3e-01,1.0e+00,0.8505,5729,33,29,36,23,37,49,17,31
ENSG00000025293,PHF20,126.2,61.5,64.8,1.058,0.1,6.3e-01,1.0e+00,0.8505,5730,58,50,80,58,66,68,56,69
ENSG00000198690,FAN1,31.2,16.8,14.5,0.859,-0.2,6.3e-01,1.0e+00,0.8505,5731,23,15,6,23,8,23,10,17
ENSG00000004766,VPS50,43.8,23,20.8,0.914,-0.1,6.3e-01,1.0e+00,0.8505,5731,30,13,25,24,19,25,23,16
ENSG00000135999,EPC2,52.2,27.2,25,0.927,-0.1,6.3e-01,1.0e+00,0.8505,5732,26,35,26,22,18,25,31,26
ENSG00000104979,C19orf53,75.8,39.2,36.5,0.922,-0.1,6.3e-01,1.0e+00,0.8505,5733,45,43,42,27,46,28,44,28
ENSG00000147400,CETN2,62,32.2,29.8,0.927,-0.1,6.3e-01,1.0e+00,0.8505,5734,32,31,40,26,28,30,40,21
ENSG00000103769,RAB11A,166.2,80.8,85.5,1.056,0.1,6.3e-01,1.0e+00,0.8505,5735,74,74,82,93,66,88,104,84
ENSG00000087008,ACOX3,26.2,14,12.2,0.879,-0.2,6.3e-01,1.0e+00,0.8506,5737,14,18,18,6,9,13,9,18
ENSG00000163382,NAXE,53,27.8,25.2,0.928,-0.1,6.3e-01,1.0e+00,0.8516,5744,29,28,24,30,26,28,31,16
ENSG00000144224,UBXN4,263.5,129,134.5,1.043,0.1,6.3e-01,1.0e+00,0.8516,5745,119,126,127,144,133,142,114,149
ENSG00000167792,NDUFV1,111.2,54,57.2,1.061,0.1,6.3e-01,1.0e+00,0.8516,5746,66,51,49,50,67,44,64,54
ENSG00000275066,SYNRG,53.5,28.8,24.8,0.875,-0.2,6.3e-01,1.0e+00,0.8518,5748,25,39,14,37,35,33,11,20
ENSG00000006459,KDM7A,31.8,15,16.8,1.122,0.2,6.3e-01,1.0e+00,0.8522,5752,11,10,15,24,15,18,11,23
ENSG00000004455,AK2,126.5,65.8,60.8,0.925,-0.1,6.3e-01,1.0e+00,0.8522,5753,43,75,81,64,58,58,81,46
ENSG00000185158,LRRC37B,23.5,12.5,11,0.899,-0.2,6.3e-01,1.0e+00,0.8522,5753,10,9,17,14,10,7,13,14
ENSG00000154511,DIPK1A,154.2,79.2,75,0.943,-0.1,6.3e-01,1.0e+00,0.8522,5754,71,75,91,80,88,86,73,53
ENSG00000123700,KCNJ2,71.2,33.8,37.5,1.115,0.2,6.3e-01,1.0e+00,0.8522,5755,27,22,55,31,23,36,40,51
ENSG00000238227,TMEM250,58,27.5,30.5,1.111,0.2,6.3e-01,1.0e+00,0.8523,5757,40,18,19,33,40,25,36,21
ENSG00000175573,C11orf68,85.2,43.8,41.5,0.952,-0.1,6.3e-01,1.0e+00,0.8525,5759,51,41,39,44,44,43,37,42
ENSG00000134444,RELCH,47.2,24.5,22.8,0.937,-0.1,6.3e-01,1.0e+00,0.8525,5760,22,27,23,26,18,25,25,23
ENSG00000139620,KANSL2,28.5,13.5,15,1.112,0.2,6.3e-01,1.0e+00,0.8525,5761,16,9,13,16,18,14,20,8
ENSG00000146457,WTAP,128,62.2,65.8,1.059,0.1,6.3e-01,1.0e+00,0.8525,5762,63,52,80,54,61,75,68,59
ENSG00000086504,MRPL28,52.8,27.8,25,0.921,-0.1,6.3e-01,1.0e+00,0.8526,5763,35,24,19,33,20,26,31,23
ENSG00000099821,POLRMT,41,19.8,21.2,1.084,0.1,6.3e-01,1.0e+00,0.8528,5765,29,17,15,18,23,20,21,21
ENSG00000180370,PAK2,155.2,75.5,79.8,1.053,0.1,6.3e-01,1.0e+00,0.8528,5766,65,74,71,92,76,90,67,86
ENSG00000122335,SERAC1,80,41.2,38.8,0.94,-0.1,6.3e-01,1.0e+00,0.8529,5767,33,48,45,39,32,43,45,35
ENSG00000105700,KXD1,118,57.5,60.5,1.059,0.1,6.3e-01,1.0e+00,0.8529,5768,59,60,55,56,65,69,66,42
ENSG00000206503,HLA-A,417.5,225,192.5,0.856,-0.2,6.3e-01,1.0e+00,0.8529,5769,212,377,100,211,138,337,78,217
ENSG00000124120,TTPAL,70,33.8,36.2,1.068,0.1,6.3e-01,1.0e+00,0.8529,5770,29,41,33,32,43,31,42,29
ENSG00000123600,METTL8,52,25.2,26.8,1.071,0.1,6.3e-01,1.0e+00,0.8529,5771,26,23,29,23,24,28,34,21
ENSG00000116120,FARSB,38.8,18.8,20,1.086,0.1,6.3e-01,1.0e+00,0.8529,5772,13,22,19,21,19,22,25,14
